PERIOD,STATE_ID,STATE,MIN_C,MEAN_C,MAX_C,PRECIPITATION_MM,MIN_F,MEAN_F,MAX_F,PRECIPITATION_IN
1985-01-01,0,Mexico,7.8,15.9,23.9,36.0,46.04,60.62,75.02,1.4173200000000001
1985-01-01,1,Aguascalientes,3.1,12.2,21.3,4.9,37.58,53.96,70.34,0.19291300000000003
1985-01-01,2,Baja California,5.6,12.9,20.2,12.2,42.08,55.22,68.36,0.480314
1985-01-01,3,Baja California Sur,9.2,17.1,25.0,30.3,48.56,62.78,77.0,1.192911
1985-01-01,4,Campeche,15.7,22.7,29.7,20.9,60.26,72.86,85.46000000000001,0.822833
1985-01-01,5,Coahuila,2.9,10.3,17.7,40.7,37.22,50.54,63.86,1.6023590000000003
1985-01-01,6,Colima,14.4,22.7,30.9,8.1,57.92,72.86,87.61999999999999,0.318897
1985-01-01,7,Chiapas,14.1,20.9,27.8,107.3,57.379999999999995,69.62,82.04,4.224401
1985-01-01,8,Chihuahua,-1.4,7.5,16.5,54.6,29.48,45.5,61.7,2.1496020000000002
1985-01-01,9,Ciudad de México,4.1,12.5,20.9,1.1,39.38,54.5,69.62,0.043307000000000005
1985-01-01,10,Durango,0.7,9.9,19.0,61.3,33.26,49.82,66.2,2.413381
1985-01-01,11,Guanajuato,5.1,13.6,22.1,1.4,41.18,56.48,71.78,0.055118
1985-01-01,12,Guerrero,15.1,22.7,30.4,15.8,59.18,72.86,86.72,0.6220460000000001
1985-01-01,13,Hidalgo,2.5,11.6,20.8,22.5,36.5,52.879999999999995,69.44,0.8858250000000001
1985-01-01,14,Jalisco,6.7,16.1,25.6,7.1,44.06,60.980000000000004,78.08,0.279527
1985-01-01,15,Estado de México,3.0,11.8,20.6,3.5,37.4,53.24,69.08,0.137795
1985-01-01,16,Michoacán,7.5,16.7,25.9,1.4,45.5,62.059999999999995,78.62,0.055118
1985-01-01,17,Morelos,9.3,18.2,27.1,2.8,48.74,64.75999999999999,80.78,0.110236
1985-01-01,18,Nayarit,12.2,20.5,28.8,60.8,53.96,68.9,83.84,2.393696
1985-01-01,19,Nuevo León,4.5,12.0,19.5,36.6,40.1,53.6,67.1,1.4409420000000002
1985-01-01,20,Oaxaca,11.4,19.0,26.7,10.9,52.52,66.2,80.06,0.42913300000000004
1985-01-01,21,Puebla,5.6,14.0,22.5,12.1,42.08,57.2,72.5,0.476377
1985-01-01,22,Querétaro,3.9,13.0,22.2,2.8,39.02,55.4,71.96,0.110236
1985-01-01,23,Quintana Roo,15.5,22.0,28.6,64.7,59.9,71.6,83.48,2.5472390000000003
1985-01-01,24,San Luis Potosí,6.4,14.3,22.2,12.4,43.519999999999996,57.74,71.96,0.48818800000000007
1985-01-01,25,Sinaloa,10.6,19.0,27.4,115.6,51.08,66.2,81.32,4.551172
1985-01-01,26,Sonora,6.1,14.8,23.5,44.8,42.980000000000004,58.64,74.3,1.763776
1985-01-01,27,Tabasco,17.5,22.3,27.0,189.3,63.5,72.14,80.6,7.4527410000000005
1985-01-01,28,Tamaulipas,8.3,15.4,22.4,25.2,46.94,59.72,72.32,0.992124
1985-01-01,29,Tlaxcala,0.8,10.4,20.0,2.9,33.44,50.72,68.0,0.114173
1985-01-01,30,Veracruz,11.8,17.6,23.5,22.8,53.24,63.68,74.3,0.8976360000000001
1985-01-01,31,Yucatán,15.1,22.1,29.2,56.2,59.18,71.78,84.56,2.212594
1985-01-01,32,Zacatecas,3.1,12.0,20.9,20.5,37.58,53.6,69.62,0.807085
1985-02-01,0,Mexico,9.1,17.5,26.0,16.5,48.379999999999995,63.5,78.8,0.649605
1985-02-01,1,Aguascalientes,4.5,14.2,23.9,1.6,40.1,57.56,75.02,0.062992
1985-02-01,2,Baja California,5.6,13.0,20.5,23.6,42.08,55.4,68.9,0.9291320000000001
1985-02-01,3,Baja California Sur,9.0,17.3,25.6,0.1,48.2,63.14,78.08,0.003937
1985-02-01,4,Campeche,16.9,24.6,32.3,26.7,62.42,76.28,90.14,1.051179
1985-02-01,5,Coahuila,6.1,13.9,21.7,6.2,42.980000000000004,57.02,71.06,0.24409400000000003
1985-02-01,6,Colima,13.5,22.5,31.6,1.8,56.3,72.5,88.88000000000001,0.07086600000000001
1985-02-01,7,Chiapas,15.1,22.4,29.7,59.2,59.18,72.32,85.46000000000001,2.3307040000000003
1985-02-01,8,Chihuahua,0.3,10.0,19.8,9.4,32.54,50.0,67.64,0.370078
1985-02-01,9,Ciudad de México,5.7,14.3,23.0,1.5,42.260000000000005,57.74,73.4,0.059055
1985-02-01,10,Durango,2.4,12.2,22.0,4.7,36.32,53.96,71.6,0.185039
1985-02-01,11,Guanajuato,6.4,15.2,24.1,2.8,43.519999999999996,59.36,75.38,0.110236
1985-02-01,12,Guerrero,15.6,23.5,31.4,1.2,60.08,74.3,88.52,0.047244
1985-02-01,13,Hidalgo,4.5,13.9,23.3,14.7,40.1,57.02,73.94,0.578739
1985-02-01,14,Jalisco,7.5,17.5,27.6,1.6,45.5,63.5,81.68,0.062992
1985-02-01,15,Estado de México,3.9,13.0,22.1,2.5,39.02,55.4,71.78,0.09842500000000001
1985-02-01,16,Michoacán,8.2,17.8,27.4,1.4,46.76,64.04,81.32,0.055118
1985-02-01,17,Morelos,10.6,19.8,29.1,1.1,51.08,67.64,84.38000000000001,0.043307000000000005
1985-02-01,18,Nayarit,12.4,20.9,29.5,3.2,54.32,69.62,85.1,0.125984
1985-02-01,19,Nuevo León,7.1,14.9,22.7,18.9,44.78,58.82,72.86,0.744093
1985-02-01,20,Oaxaca,12.5,20.3,28.2,18.7,54.5,68.54,82.75999999999999,0.7362190000000001
1985-02-01,21,Puebla,7.2,15.6,24.0,27.1,44.96,60.08,75.2,1.0669270000000002
1985-02-01,22,Querétaro,6.2,15.8,25.5,3.0,43.16,60.440000000000005,77.9,0.11811
1985-02-01,23,Quintana Roo,16.9,23.6,30.3,56.8,62.42,74.48,86.53999999999999,2.236216
1985-02-01,24,San Luis Potosí,8.3,16.9,25.4,22.6,46.94,62.42,77.72,0.889762
1985-02-01,25,Sinaloa,10.7,19.4,28.1,2.4,51.26,66.92,82.58,0.094488
1985-02-01,26,Sonora,6.2,15.2,24.3,14.9,43.16,59.36,75.74000000000001,0.586613
1985-02-01,27,Tabasco,19.3,24.7,30.2,98.7,66.74000000000001,76.46,86.36,3.885819
1985-02-01,28,Tamaulipas,11.1,18.4,25.7,12.4,51.98,65.12,78.25999999999999,0.48818800000000007
1985-02-01,29,Tlaxcala,1.9,11.8,21.7,6.1,35.42,53.24,71.06,0.240157
1985-02-01,30,Veracruz,13.9,19.9,25.9,39.8,57.02,67.82,78.62,1.566926
1985-02-01,31,Yucatán,16.8,24.0,31.3,31.6,62.24,75.2,88.34,1.2440920000000002
1985-02-01,32,Zacatecas,4.6,13.9,23.2,1.2,40.28,57.02,73.75999999999999,0.047244
1985-03-01,0,Mexico,10.7,19.3,28.0,15.0,51.26,66.74000000000001,82.4,0.59055
1985-03-01,1,Aguascalientes,6.0,15.9,25.8,1.9,42.8,60.62,78.44,0.074803
1985-03-01,2,Baja California,7.3,14.7,22.1,10.0,45.14,58.459999999999994,71.78,0.39370000000000005
1985-03-01,3,Baja California Sur,11.0,19.3,27.7,0.3,51.8,66.74000000000001,81.86,0.011811
1985-03-01,4,Campeche,17.9,25.9,34.0,16.5,64.22,78.62,93.2,0.649605
1985-03-01,5,Coahuila,9.7,17.8,26.0,4.9,49.46,64.04,78.8,0.19291300000000003
1985-03-01,6,Colima,13.9,23.2,32.5,0.2,57.02,73.75999999999999,90.5,0.007874
1985-03-01,7,Chiapas,15.9,23.3,30.7,60.5,60.62,73.94,87.26,2.381885
1985-03-01,8,Chihuahua,3.9,13.2,22.6,5.1,39.02,55.76,72.68,0.200787
1985-03-01,9,Ciudad de México,6.8,15.9,25.0,4.7,44.239999999999995,60.62,77.0,0.185039
1985-03-01,10,Durango,5.1,15.1,25.1,0.5,41.18,59.18,77.18,0.019685
1985-03-01,11,Guanajuato,9.3,18.2,27.0,3.0,48.74,64.75999999999999,80.6,0.11811
1985-03-01,12,Guerrero,16.5,24.5,32.6,6.2,61.7,76.1,90.68,0.24409400000000003
1985-03-01,13,Hidalgo,5.7,15.0,24.4,17.7,42.260000000000005,59.0,75.92,0.696849
1985-03-01,14,Jalisco,9.0,19.3,29.6,2.3,48.2,66.74000000000001,85.28,0.09055099999999999
1985-03-01,15,Estado de México,4.9,14.4,23.8,10.7,40.82,57.92,74.84,0.421259
1985-03-01,16,Michoacán,9.5,19.4,29.3,5.9,49.1,66.92,84.74,0.23228300000000002
1985-03-01,17,Morelos,11.9,21.3,30.6,3.3,53.42,70.34,87.08000000000001,0.129921
1985-03-01,18,Nayarit,12.8,22.3,31.9,5.2,55.04,72.14,89.41999999999999,0.20472400000000002
1985-03-01,19,Nuevo León,10.4,18.5,26.6,22.2,50.72,65.3,79.88,0.8740140000000001
1985-03-01,20,Oaxaca,13.2,21.1,29.0,31.8,55.76,69.98,84.2,1.2519660000000001
1985-03-01,21,Puebla,8.4,16.8,25.2,25.3,47.120000000000005,62.24,77.36,0.9960610000000001
1985-03-01,22,Querétaro,7.8,17.4,27.0,1.2,46.04,63.32,80.6,0.047244
1985-03-01,23,Quintana Roo,17.6,24.7,31.8,25.6,63.68,76.46,89.24,1.007872
1985-03-01,24,San Luis Potosí,11.3,19.5,27.7,7.7,52.34,67.1,81.86,0.303149
1985-03-01,25,Sinaloa,11.8,21.3,30.9,8.4,53.24,70.34,87.61999999999999,0.33070800000000006
1985-03-01,26,Sonora,8.4,18.0,27.6,6.2,47.120000000000005,64.4,81.68,0.24409400000000003
1985-03-01,27,Tabasco,19.9,25.9,31.9,94.7,67.82,78.62,89.41999999999999,3.7283390000000005
1985-03-01,28,Tamaulipas,14.7,22.2,29.8,18.3,58.459999999999994,71.96,85.64,0.7204710000000001
1985-03-01,29,Tlaxcala,2.7,12.8,23.0,23.4,36.86,55.04,73.4,0.921258
1985-03-01,30,Veracruz,15.3,21.5,27.6,31.1,59.540000000000006,70.7,81.68,1.224407
1985-03-01,31,Yucatán,17.8,25.3,32.8,31.6,64.04,77.54,91.03999999999999,1.2440920000000002
1985-03-01,32,Zacatecas,6.1,15.9,25.7,1.2,42.980000000000004,60.62,78.25999999999999,0.047244
1985-04-01,0,Mexico,13.3,21.6,30.0,37.2,55.94,70.88,86.0,1.4645640000000002
1985-04-01,1,Aguascalientes,9.6,18.7,27.8,17.6,49.28,65.66,82.04,0.6929120000000001
1985-04-01,2,Baja California,9.4,17.7,26.1,3.7,48.92,63.86,78.98,0.14566900000000002
1985-04-01,3,Baja California Sur,13.4,22.0,30.6,0.3,56.120000000000005,71.6,87.08000000000001,0.011811
1985-04-01,4,Campeche,19.4,27.5,35.6,4.2,66.92,81.5,96.08000000000001,0.16535400000000003
1985-04-01,5,Coahuila,12.8,20.9,29.0,43.6,55.04,69.62,84.2,1.7165320000000002
1985-04-01,6,Colima,15.8,24.5,33.2,0.1,60.440000000000005,76.1,91.76,0.003937
1985-04-01,7,Chiapas,17.5,24.8,32.1,100.1,63.5,76.64,89.78,3.940937
1985-04-01,8,Chihuahua,7.7,17.2,26.8,21.1,45.86,62.959999999999994,80.24000000000001,0.8307070000000001
1985-04-01,9,Ciudad de México,8.9,16.8,24.7,52.0,48.02,62.24,76.46,2.04724
1985-04-01,10,Durango,8.2,17.8,27.5,11.4,46.76,64.04,81.5,0.44881800000000005
1985-04-01,11,Guanajuato,10.6,19.0,27.3,26.1,51.08,66.2,81.14,1.027557
1985-04-01,12,Guerrero,18.6,26.2,33.8,5.5,65.48,79.16,92.84,0.216535
1985-04-01,13,Hidalgo,8.7,17.2,25.8,74.3,47.66,62.959999999999994,78.44,2.925191
1985-04-01,14,Jalisco,11.9,21.6,31.4,1.8,53.42,70.88,88.52,0.07086600000000001
1985-04-01,15,Estado de México,7.7,16.1,24.6,31.6,45.86,60.980000000000004,76.28,1.2440920000000002
1985-04-01,16,Michoacán,12.5,21.8,31.1,10.4,54.5,71.24000000000001,87.98,0.40944800000000003
1985-04-01,17,Morelos,15.0,23.5,32.1,7.7,59.0,74.3,89.78,0.303149
1985-04-01,18,Nayarit,15.6,24.5,33.4,0.0,60.08,76.1,92.11999999999999,0.0
1985-04-01,19,Nuevo León,13.9,21.5,29.1,80.6,57.02,70.7,84.38000000000001,3.173222
1985-04-01,20,Oaxaca,15.5,23.2,31.0,33.6,59.9,73.75999999999999,87.8,1.3228320000000002
1985-04-01,21,Puebla,10.6,18.5,26.5,62.2,51.08,65.3,79.7,2.448814
1985-04-01,22,Querétaro,10.8,19.8,28.8,59.6,51.44,67.64,83.84,2.346452
1985-04-01,23,Quintana Roo,18.6,25.7,32.8,1.6,65.48,78.25999999999999,91.03999999999999,0.062992
1985-04-01,24,San Luis Potosí,14.1,21.8,29.6,137.4,57.379999999999995,71.24000000000001,85.28,5.409438000000001
1985-04-01,25,Sinaloa,15.3,24.4,33.6,2.4,59.540000000000006,75.92,92.48,0.094488
1985-04-01,26,Sonora,11.8,21.8,31.9,19.6,53.24,71.24000000000001,89.41999999999999,0.7716520000000001
1985-04-01,27,Tabasco,21.6,27.9,34.3,148.8,70.88,82.22,93.74,5.858256000000001
1985-04-01,28,Tamaulipas,18.2,24.9,31.7,102.5,64.75999999999999,76.82,89.06,4.035425
1985-04-01,29,Tlaxcala,5.6,14.7,23.8,59.9,42.08,58.459999999999994,74.84,2.358263
1985-04-01,30,Veracruz,17.9,24.2,30.5,79.3,64.22,75.56,86.9,3.122041
1985-04-01,31,Yucatán,18.8,26.5,34.2,22.1,65.84,79.7,93.56,0.8700770000000001
1985-04-01,32,Zacatecas,9.6,18.7,27.8,12.8,49.28,65.66,82.04,0.503936
1985-05-01,0,Mexico,15.2,23.1,31.1,51.5,59.36,73.58,87.98,2.027555
1985-05-01,1,Aguascalientes,12.0,21.0,30.0,21.5,53.6,69.8,86.0,0.8464550000000001
1985-05-01,2,Baja California,11.0,19.2,27.4,0.0,51.8,66.56,81.32,0.0
1985-05-01,3,Baja California Sur,14.3,22.8,31.4,0.1,57.74,73.04,88.52,0.003937
1985-05-01,4,Campeche,21.0,28.6,36.2,233.4,69.8,83.48,97.16,9.188958000000001
1985-05-01,5,Coahuila,15.6,23.5,31.4,46.9,60.08,74.3,88.52,1.8464530000000001
1985-05-01,6,Colima,17.5,25.6,33.8,1.2,63.5,78.08,92.84,0.047244
1985-05-01,7,Chiapas,18.9,25.4,32.0,111.9,66.02,77.72,89.6,4.405503
1985-05-01,8,Chihuahua,11.0,20.6,30.3,8.1,51.8,69.08,86.53999999999999,0.318897
1985-05-01,9,Ciudad de México,10.3,17.8,25.4,67.2,50.54,64.04,77.72,2.6456640000000005
1985-05-01,10,Durango,11.5,21.1,30.7,6.6,52.7,69.98,87.26,0.259842
1985-05-01,11,Guanajuato,12.8,21.3,29.9,55.7,55.04,70.34,85.82,2.192909
1985-05-01,12,Guerrero,19.9,26.6,33.4,37.7,67.82,79.88,92.11999999999999,1.4842490000000002
1985-05-01,13,Hidalgo,10.1,18.2,26.3,77.9,50.18,64.75999999999999,79.34,3.0669230000000005
1985-05-01,14,Jalisco,14.3,23.6,32.9,10.7,57.74,74.48,91.22,0.421259
1985-05-01,15,Estado de México,9.1,16.8,24.5,54.3,48.379999999999995,62.24,76.1,2.137791
1985-05-01,16,Michoacán,14.2,22.8,31.5,23.7,57.56,73.04,88.7,0.933069
1985-05-01,17,Morelos,16.3,23.9,31.6,49.2,61.34,75.02,88.88000000000001,1.9370040000000002
1985-05-01,18,Nayarit,17.7,26.1,34.5,1.7,63.86,78.98,94.1,0.066929
1985-05-01,19,Nuevo León,16.4,23.6,30.8,63.1,61.519999999999996,74.48,87.44,2.4842470000000003
1985-05-01,20,Oaxaca,16.4,23.4,30.3,80.1,61.519999999999996,74.12,86.53999999999999,3.153537
1985-05-01,21,Puebla,12.2,19.8,27.4,72.3,53.96,67.64,81.32,2.846451
1985-05-01,22,Querétaro,12.2,20.7,29.2,58.3,53.96,69.25999999999999,84.56,2.295271
1985-05-01,23,Quintana Roo,20.5,27.0,33.5,371.0,68.9,80.6,92.3,14.60627
1985-05-01,24,San Luis Potosí,16.5,23.7,31.0,72.8,61.7,74.66,87.8,2.866136
1985-05-01,25,Sinaloa,17.4,26.3,35.3,0.1,63.32,79.34,95.53999999999999,0.003937
1985-05-01,26,Sonora,14.2,24.4,34.6,0.3,57.56,75.92,94.28,0.011811
1985-05-01,27,Tabasco,22.9,29.1,35.3,97.4,73.22,84.38000000000001,95.53999999999999,3.8346380000000004
1985-05-01,28,Tamaulipas,20.3,26.6,33.0,81.4,68.54,79.88,91.4,3.2047180000000006
1985-05-01,29,Tlaxcala,7.3,15.6,24.0,101.4,45.14,60.08,75.2,3.9921180000000005
1985-05-01,30,Veracruz,19.4,25.4,31.4,55.4,66.92,77.72,88.52,2.181098
1985-05-01,31,Yucatán,20.5,27.8,35.1,142.2,68.9,82.04,95.18,5.598414
1985-05-01,32,Zacatecas,12.2,21.3,30.5,21.4,53.96,70.34,86.9,0.842518
1985-06-01,0,Mexico,16.6,23.3,30.0,126.9,61.88,73.94,86.0,4.996053000000001
1985-06-01,1,Aguascalientes,12.9,19.6,26.4,137.1,55.22,67.28,79.52,5.397627
1985-06-01,2,Baja California,14.1,22.9,31.7,0.3,57.379999999999995,73.22,89.06,0.011811
1985-06-01,3,Baja California Sur,16.9,25.1,33.3,0.3,62.42,77.18,91.94,0.011811
1985-06-01,4,Campeche,21.1,28.0,34.9,124.7,69.98,82.4,94.82,4.909439000000001
1985-06-01,5,Coahuila,16.8,24.0,31.3,46.3,62.24,75.2,88.34,1.822831
1985-06-01,6,Colima,19.9,26.7,33.6,95.8,67.82,80.06,92.48,3.771646
1985-06-01,7,Chiapas,18.9,24.7,30.5,258.1,66.02,76.46,86.9,10.161397000000001
1985-06-01,8,Chihuahua,14.5,23.0,31.6,47.4,58.1,73.4,88.88000000000001,1.866138
1985-06-01,9,Ciudad de México,11.4,17.4,23.4,229.6,52.52,63.32,74.12,9.039352000000001
1985-06-01,10,Durango,13.7,21.7,29.8,51.4,56.66,71.06,85.64,2.023618
1985-06-01,11,Guanajuato,13.4,20.0,26.7,161.8,56.120000000000005,68.0,80.06,6.3700660000000005
1985-06-01,12,Guerrero,19.8,25.5,31.1,206.4,67.64,77.9,87.98,8.125968
1985-06-01,13,Hidalgo,11.3,17.7,24.1,161.8,52.34,63.86,75.38,6.3700660000000005
1985-06-01,14,Jalisco,15.9,22.7,29.5,242.8,60.62,72.86,85.1,9.559036
1985-06-01,15,Estado de México,10.2,16.0,21.9,200.4,50.36,60.8,71.42,7.889748000000001
1985-06-01,16,Michoacán,15.1,21.7,28.3,200.4,59.18,71.06,82.94,7.889748000000001
1985-06-01,17,Morelos,16.6,22.3,28.0,235.5,61.88,72.14,82.4,9.271635
1985-06-01,18,Nayarit,20.7,27.2,33.8,166.2,69.25999999999999,80.96,92.84,6.5432939999999995
1985-06-01,19,Nuevo León,17.7,24.2,30.8,87.8,63.86,75.56,87.44,3.456686
1985-06-01,20,Oaxaca,16.6,22.7,28.8,260.9,61.88,72.86,83.84,10.271633
1985-06-01,21,Puebla,12.6,19.1,25.7,205.4,54.68,66.38,78.25999999999999,8.086598
1985-06-01,22,Querétaro,13.2,19.8,26.4,174.6,55.76,67.64,79.52,6.874002
1985-06-01,23,Quintana Roo,21.6,27.5,33.5,140.1,70.88,81.5,92.3,5.515737
1985-06-01,24,San Luis Potosí,16.9,23.1,29.3,169.1,62.42,73.58,84.74,6.6574670000000005
1985-06-01,25,Sinaloa,21.7,28.7,35.7,89.6,71.06,83.66,96.26,3.527552
1985-06-01,26,Sonora,19.9,28.8,37.7,13.1,67.82,83.84,99.86,0.5157470000000001
1985-06-01,27,Tabasco,23.1,28.8,34.5,312.2,73.58,83.84,94.1,12.291314
1985-06-01,28,Tamaulipas,21.4,27.3,33.2,192.7,70.52,81.14,91.76,7.586599
1985-06-01,29,Tlaxcala,8.7,15.3,21.8,147.5,47.66,59.540000000000006,71.24000000000001,5.807075
1985-06-01,30,Veracruz,19.6,25.0,30.4,214.2,67.28,77.0,86.72,8.433054
1985-06-01,31,Yucatán,21.2,28.0,34.8,131.4,70.16,82.4,94.64,5.173218
1985-06-01,32,Zacatecas,13.2,20.3,27.5,107.6,55.76,68.54,81.5,4.236212
1985-07-01,0,Mexico,16.4,22.8,29.3,139.8,61.519999999999996,73.04,84.74,5.503926000000001
1985-07-01,1,Aguascalientes,11.9,18.4,25.0,85.4,53.42,65.12,77.0,3.3621980000000002
1985-07-01,2,Baja California,17.1,25.4,33.7,0.8,62.78,77.72,92.66,0.031496
1985-07-01,3,Baja California Sur,20.5,27.8,35.1,19.6,68.9,82.04,95.18,0.7716520000000001
1985-07-01,4,Campeche,20.6,27.6,34.5,142.7,69.08,81.68,94.1,5.618099
1985-07-01,5,Coahuila,16.9,24.4,31.9,20.2,62.42,75.92,89.41999999999999,0.795274
1985-07-01,6,Colima,19.5,25.8,32.1,102.6,67.1,78.44,89.78,4.039362
1985-07-01,7,Chiapas,18.3,24.2,30.1,256.0,64.94,75.56,86.18,10.07872
1985-07-01,8,Chihuahua,15.2,22.5,29.8,74.5,59.36,72.5,85.64,2.933065
1985-07-01,9,Ciudad de México,10.1,16.4,22.7,130.6,50.18,61.519999999999996,72.86,5.141722
1985-07-01,10,Durango,13.2,20.3,27.3,96.9,55.76,68.54,81.14,3.8149530000000005
1985-07-01,11,Guanajuato,12.8,18.8,24.9,104.2,55.04,65.84,76.82,4.102354
1985-07-01,12,Guerrero,19.1,24.6,30.2,240.6,66.38,76.28,86.36,9.472422
1985-07-01,13,Hidalgo,10.1,16.6,23.1,156.8,50.18,61.88,73.58,6.173216000000001
1985-07-01,14,Jalisco,15.4,21.5,27.7,174.2,59.72,70.7,81.86,6.858254
1985-07-01,15,Estado de México,9.2,15.3,21.4,140.4,48.56,59.540000000000006,70.52,5.527548
1985-07-01,16,Michoacán,14.4,20.5,26.7,165.0,57.92,68.9,80.06,6.49605
1985-07-01,17,Morelos,15.3,21.4,27.6,184.0,59.540000000000006,70.52,81.68,7.24408
1985-07-01,18,Nayarit,20.8,26.7,32.6,282.4,69.44,80.06,90.68,11.118088
1985-07-01,19,Nuevo León,17.6,24.8,32.1,14.7,63.68,76.64,89.78,0.578739
1985-07-01,20,Oaxaca,16.1,22.2,28.3,291.7,60.980000000000004,71.96,82.94,11.484229000000001
1985-07-01,21,Puebla,11.5,18.1,24.7,191.4,52.7,64.58,76.46,7.535418000000001
1985-07-01,22,Querétaro,13.1,19.8,26.5,133.7,55.58,67.64,79.7,5.263769
1985-07-01,23,Quintana Roo,21.5,27.3,33.2,165.5,70.7,81.14,91.76,6.515735
1985-07-01,24,San Luis Potosí,16.2,22.3,28.4,263.7,61.16,72.14,83.12,10.381869
1985-07-01,25,Sinaloa,22.7,28.6,34.5,167.0,72.86,83.48,94.1,6.57479
1985-07-01,26,Sonora,21.9,28.9,36.0,106.0,71.42,84.02,96.8,4.173220000000001
1985-07-01,27,Tabasco,22.7,28.3,33.8,268.4,72.86,82.94,92.84,10.566908
1985-07-01,28,Tamaulipas,20.8,27.0,33.3,132.9,69.44,80.6,91.94,5.232273
1985-07-01,29,Tlaxcala,7.2,14.3,21.4,94.2,44.96,57.74,70.52,3.708654
1985-07-01,30,Veracruz,18.8,24.0,29.2,263.3,65.84,75.2,84.56,10.366121000000001
1985-07-01,31,Yucatán,20.8,27.5,34.2,175.7,69.44,81.5,93.56,6.917309
1985-07-01,32,Zacatecas,12.5,19.1,25.8,81.1,54.5,66.38,78.44,3.192907
1985-08-01,0,Mexico,16.5,23.2,29.9,118.8,61.7,73.75999999999999,85.82,4.677156
1985-08-01,1,Aguascalientes,11.8,19.1,26.4,68.3,53.24,66.38,79.52,2.688971
1985-08-01,2,Baja California,17.8,26.1,34.4,0.0,64.04,78.98,93.91999999999999,0.0
1985-08-01,3,Baja California Sur,21.5,28.5,35.6,22.9,70.7,83.3,96.08000000000001,0.901573
1985-08-01,4,Campeche,20.7,27.8,34.9,194.1,69.25999999999999,82.04,94.82,7.641717
1985-08-01,5,Coahuila,17.6,25.0,32.5,30.0,63.68,77.0,90.5,1.1811
1985-08-01,6,Colima,20.2,26.5,32.9,122.5,68.36,79.7,91.22,4.822825
1985-08-01,7,Chiapas,18.4,24.3,30.2,249.0,65.12,75.74000000000001,86.36,9.803130000000001
1985-08-01,8,Chihuahua,15.4,22.7,30.1,61.2,59.72,72.86,86.18,2.409444
1985-08-01,9,Ciudad de México,10.5,16.9,23.4,109.2,50.9,62.42,74.12,4.2992040000000005
1985-08-01,10,Durango,13.8,21.1,28.3,99.1,56.84,69.98,82.94,3.901567
1985-08-01,11,Guanajuato,12.6,19.2,25.7,90.5,54.68,66.56,78.25999999999999,3.5629850000000003
1985-08-01,12,Guerrero,19.1,24.7,30.4,244.5,66.38,76.46,86.72,9.625965
1985-08-01,13,Hidalgo,10.0,17.0,24.1,59.8,50.0,62.6,75.38,2.354326
1985-08-01,14,Jalisco,15.3,22.0,28.7,130.3,59.540000000000006,71.6,83.66,5.129911000000001
1985-08-01,15,Estado de México,9.1,15.5,21.8,153.2,48.379999999999995,59.9,71.24000000000001,6.031484
1985-08-01,16,Michoacán,14.3,20.7,27.1,184.7,57.74,69.25999999999999,80.78,7.2716389999999995
1985-08-01,17,Morelos,15.7,21.9,28.1,107.6,60.26,71.42,82.58,4.236212
1985-08-01,18,Nayarit,20.8,26.8,32.8,257.5,69.44,80.24000000000001,91.03999999999999,10.137775000000001
1985-08-01,19,Nuevo León,18.1,25.6,33.2,47.1,64.58,78.08,91.76,1.854327
1985-08-01,20,Oaxaca,16.1,22.3,28.5,236.9,60.980000000000004,72.14,83.3,9.326753
1985-08-01,21,Puebla,11.5,18.3,25.2,144.0,52.7,64.94,77.36,5.6692800000000005
1985-08-01,22,Querétaro,12.3,19.6,26.8,58.1,54.14,67.28,80.24000000000001,2.2873970000000003
1985-08-01,23,Quintana Roo,21.1,27.1,33.1,143.3,69.98,80.78,91.58000000000001,5.641721
1985-08-01,24,San Luis Potosí,16.6,23.5,30.4,79.9,61.88,74.3,86.72,3.1456630000000003
1985-08-01,25,Sinaloa,22.8,28.6,34.4,140.2,73.04,83.48,93.91999999999999,5.519674
1985-08-01,26,Sonora,22.1,29.0,36.0,70.1,71.78,84.2,96.8,2.759837
1985-08-01,27,Tabasco,22.6,28.4,34.2,302.9,72.68,83.12,93.56,11.925173
1985-08-01,28,Tamaulipas,21.3,28.2,35.1,53.5,70.34,82.75999999999999,95.18,2.1062950000000003
1985-08-01,29,Tlaxcala,7.1,14.7,22.4,105.9,44.78,58.459999999999994,72.32,4.169283
1985-08-01,30,Veracruz,18.8,24.4,30.1,169.3,65.84,75.92,86.18,6.665341000000001
1985-08-01,31,Yucatán,20.9,27.5,34.2,156.9,69.62,81.5,93.56,6.177153000000001
1985-08-01,32,Zacatecas,12.3,19.7,27.1,65.3,54.14,67.46,80.78,2.570861
1985-09-01,0,Mexico,15.8,22.5,29.2,106.1,60.440000000000005,72.5,84.56,4.177157
1985-09-01,1,Aguascalientes,11.6,19.0,26.5,47.6,52.879999999999995,66.2,79.7,1.8740120000000002
1985-09-01,2,Baja California,13.5,21.5,29.6,13.5,56.3,70.7,85.28,0.531495
1985-09-01,3,Baja California Sur,19.8,27.1,34.5,18.5,67.64,80.78,94.1,0.728345
1985-09-01,4,Campeche,20.6,27.4,34.2,154.6,69.08,81.32,93.56,6.086602
1985-09-01,5,Coahuila,16.3,23.4,30.6,44.3,61.34,74.12,87.08000000000001,1.744091
1985-09-01,6,Colima,19.7,26.0,32.4,103.0,67.46,78.8,90.32,4.05511
