PERIOD,STATE_ID,STATE,MIN_C,MEAN_C,MAX_C,PRECIPITATION_MM,MIN_F,MEAN_F,MAX_F,PRECIPITATION_IN
2023-12-01,5,Coahuila,8.0,14.6,21.2,8.0,46.4,58.28,70.16,0.31496
2023-12-01,6,Colima,19.7,25.7,31.7,13.1,67.46,78.25999999999999,89.06,0.5157470000000001
2023-12-01,7,Chiapas,17.8,23.2,28.7,80.0,64.04,73.75999999999999,83.66,3.1496000000000004
2023-12-01,8,Chihuahua,1.4,10.5,19.6,3.3,34.52,50.9,67.28,0.129921
2023-12-01,9,Ciudad de México,8.7,14.9,21.1,4.0,47.66,58.82,69.98,0.15748
2023-12-01,10,Durango,3.8,12.8,21.8,3.7,38.839999999999996,55.04,71.24000000000001,0.14566900000000002
2023-12-01,11,Guanajuato,7.5,14.4,21.4,39.3,45.5,57.92,70.52,1.5472409999999999
2023-12-01,12,Guerrero,16.8,23.9,31.0,5.6,62.24,75.02,87.8,0.220472
2023-12-01,13,Hidalgo,8.4,14.7,21.0,31.1,47.120000000000005,58.459999999999994,69.8,1.224407
2023-12-01,14,Jalisco,10.4,17.1,23.7,37.6,50.72,62.78,74.66,1.480312
2023-12-01,15,Estado de México,5.4,12.1,18.7,15.2,41.72,53.78,65.66,0.598424
2023-12-01,16,Michoacán,10.0,17.6,25.2,25.4,50.0,63.68,77.36,0.999998
2023-12-01,17,Morelos,12.5,19.8,27.1,3.5,54.5,67.64,80.78,0.137795
2023-12-01,18,Nayarit,15.5,22.4,29.3,6.2,59.9,72.32,84.74,0.24409400000000003
2023-12-01,19,Nuevo León,9.8,15.6,21.5,12.9,49.64,60.08,70.7,0.507873
2023-12-01,20,Oaxaca,13.4,20.3,27.3,36.4,56.120000000000005,68.54,81.14,1.433068
2023-12-01,21,Puebla,8.5,15.4,22.2,35.7,47.3,59.72,71.96,1.4055090000000001
2023-12-01,22,Querétaro,8.1,14.0,19.9,23.8,46.58,57.2,67.82,0.9370060000000001
2023-12-01,23,Quintana Roo,20.6,24.9,29.2,85.6,69.08,76.82,84.56,3.370072
2023-12-01,24,San Luis Potosí,11.9,17.4,23.0,32.2,53.42,63.32,73.4,1.2677140000000002
2023-12-01,25,Sinaloa,13.0,22.2,31.4,1.6,55.4,71.96,88.52,0.062992
2023-12-01,26,Sonora,6.5,16.4,26.3,14.5,43.7,61.519999999999996,79.34,0.5708650000000001
2023-12-01,27,Tabasco,20.6,24.7,28.7,136.7,69.08,76.46,83.66,5.381879
2023-12-01,28,Tamaulipas,13.1,18.5,23.9,26.6,55.58,65.3,75.02,1.047242
2023-12-01,29,Tlaxcala,4.6,12.6,20.6,16.9,40.28,54.68,69.08,0.665353
2023-12-01,30,Veracruz,14.5,19.2,23.9,106.7,58.1,66.56,75.02,4.200779000000001
2023-12-01,31,Yucatán,19.0,24.0,29.0,65.4,66.2,75.2,84.2,2.5747980000000004
2023-12-01,32,Zacatecas,5.1,12.6,20.0,21.9,41.18,54.68,68.0,0.8622029999999999
2024-01-01,0,Mexico,8.9,16.6,24.4,17.0,48.02,61.88,75.92,0.66929
2024-01-01,1,Aguascalientes,4.4,13.7,22.9,0.2,39.92,56.66,73.22,0.007874
2024-01-01,2,Baja California,6.6,12.8,19.1,20.5,43.879999999999995,55.04,66.38,0.807085
2024-01-01,3,Baja California Sur,11.6,18.0,24.4,1.3,52.879999999999995,64.4,75.92,0.051181000000000004
2024-01-01,4,Campeche,20.2,25.5,30.7,52.7,68.36,77.9,87.26,2.074799
2024-01-01,5,Coahuila,5.5,12.8,20.1,6.3,41.9,55.04,68.18,0.248031
2024-01-01,6,Colima,18.4,25.3,32.2,0.6,65.12,77.54,89.96000000000001,0.023622
2024-01-01,7,Chiapas,17.8,24.4,31.0,44.9,64.04,75.92,87.8,1.767713
2024-01-01,8,Chihuahua,1.1,9.8,18.4,9.5,33.98,49.64,65.12,0.37401500000000004
2024-01-01,9,Ciudad de México,9.2,16.4,23.6,0.7,48.56,61.519999999999996,74.48,0.027559
2024-01-01,10,Durango,2.6,12.8,22.9,1.5,36.68,55.04,73.22,0.059055
2024-01-01,11,Guanajuato,7.0,15.7,24.3,0.8,44.6,60.26,75.74000000000001,0.031496
2024-01-01,12,Guerrero,16.6,24.2,31.7,0.8,61.88,75.56,89.06,0.031496
2024-01-01,13,Hidalgo,8.5,16.5,24.5,7.8,47.3,61.7,76.1,0.307086
2024-01-01,14,Jalisco,8.9,17.4,25.9,0.9,48.02,63.32,78.62,0.035433000000000006
2024-01-01,15,Estado de México,4.4,12.9,21.4,2.1,39.92,55.22,70.52,0.08267700000000001
2024-01-01,16,Michoacán,8.6,17.6,26.6,0.2,47.48,63.68,79.88,0.007874
2024-01-01,17,Morelos,12.1,20.4,28.8,3.0,53.78,68.72,83.84,0.11811
2024-01-01,18,Nayarit,13.0,20.4,27.9,0.1,55.4,68.72,82.22,0.003937
2024-01-01,19,Nuevo León,6.9,14.4,21.9,8.8,44.42,57.92,71.42,0.34645600000000004
2024-01-01,20,Oaxaca,14.4,22.2,30.0,17.0,57.92,71.96,86.0,0.66929
2024-01-01,21,Puebla,8.7,16.5,24.3,15.2,47.66,61.7,75.74000000000001,0.598424
2024-01-01,22,Querétaro,8.7,16.8,24.9,3.1,47.66,62.24,76.82,0.12204700000000002
2024-01-01,23,Quintana Roo,21.3,25.8,30.3,96.0,70.34,78.44,86.53999999999999,3.77952
2024-01-01,24,San Luis Potosí,11.4,18.2,24.9,4.9,52.52,64.75999999999999,76.82,0.19291300000000003
2024-01-01,25,Sinaloa,10.9,19.7,28.6,0.9,51.620000000000005,67.46,83.48,0.035433000000000006
2024-01-01,26,Sonora,5.2,14.4,23.5,24.7,41.36,57.92,74.3,0.972439
2024-01-01,27,Tabasco,20.7,25.3,29.9,98.4,69.25999999999999,77.54,85.82,3.8740080000000003
2024-01-01,28,Tamaulipas,10.8,17.2,23.6,9.1,51.44,62.959999999999994,74.48,0.358267
2024-01-01,29,Tlaxcala,4.8,13.3,21.9,6.7,40.64,55.94,71.42,0.26377900000000004
2024-01-01,30,Veracruz,14.3,19.6,24.8,60.0,57.74,67.28,76.64,2.3622
2024-01-01,31,Yucatán,19.1,24.7,30.3,60.9,66.38,76.46,86.53999999999999,2.397633
2024-01-01,32,Zacatecas,4.5,13.7,23.0,0.6,40.1,56.66,73.4,0.023622
2024-02-01,0,Mexico,10.2,18.3,26.5,20.1,50.36,64.94,79.7,0.7913370000000001
2024-02-01,1,Aguascalientes,5.1,14.5,23.9,35.8,41.18,58.1,75.02,1.409446
2024-02-01,2,Baja California,7.9,13.6,19.3,28.5,46.22,56.48,66.74000000000001,1.122045
2024-02-01,3,Baja California Sur,12.5,18.7,24.9,3.5,54.5,65.66,76.82,0.137795
2024-02-01,4,Campeche,17.9,24.3,30.7,17.8,64.22,75.74000000000001,87.26,0.700786
2024-02-01,5,Coahuila,10.3,17.6,25.0,16.1,50.54,63.68,77.0,0.6338570000000001
2024-02-01,6,Colima,18.2,25.0,31.8,34.8,64.75999999999999,77.0,89.24,1.370076
2024-02-01,7,Chiapas,16.5,23.9,31.3,16.8,61.7,75.02,88.34,0.6614160000000001
2024-02-01,8,Chihuahua,4.0,12.6,21.2,11.6,39.2,54.68,70.16,0.456692
2024-02-01,9,Ciudad de México,9.2,17.4,25.6,13.2,48.56,63.32,78.08,0.519684
2024-02-01,10,Durango,4.6,14.6,24.6,31.3,40.28,58.28,76.28,1.2322810000000002
2024-02-01,11,Guanajuato,7.9,17.4,26.8,14.8,46.22,63.32,80.24000000000001,0.5826760000000001
2024-02-01,12,Guerrero,16.9,24.9,32.9,10.9,62.42,76.82,91.22,0.42913300000000004
2024-02-01,13,Hidalgo,8.7,18.0,27.3,10.2,47.66,64.4,81.14,0.401574
2024-02-01,14,Jalisco,9.9,18.9,27.9,31.2,49.82,66.02,82.22,1.228344
2024-02-01,15,Estado de México,4.1,13.9,23.6,20.6,39.38,57.02,74.48,0.8110220000000001
2024-02-01,16,Michoacán,9.2,19.1,28.9,15.9,48.56,66.38,84.02,0.6259830000000001
2024-02-01,17,Morelos,12.5,22.0,31.4,18.7,54.5,71.6,88.52,0.7362190000000001
2024-02-01,18,Nayarit,14.4,21.9,29.5,37.0,57.92,71.42,85.1,1.45669
2024-02-01,19,Nuevo León,10.2,18.4,26.5,24.7,50.36,65.12,79.7,0.972439
2024-02-01,20,Oaxaca,13.6,22.6,31.5,11.4,56.48,72.68,88.7,0.44881800000000005
2024-02-01,21,Puebla,8.2,17.5,26.9,16.3,46.76,63.5,80.42,0.641731
2024-02-01,22,Querétaro,9.2,18.6,28.0,9.5,48.56,65.48,82.4,0.37401500000000004
2024-02-01,23,Quintana Roo,19.3,24.5,29.6,26.9,66.74000000000001,76.1,85.28,1.059053
2024-02-01,24,San Luis Potosí,12.3,20.6,29.0,23.0,54.14,69.08,84.2,0.90551
2024-02-01,25,Sinaloa,11.7,20.7,29.8,16.4,53.06,69.25999999999999,85.64,0.645668
2024-02-01,26,Sonora,7.5,16.3,25.1,23.5,45.5,61.34,77.18,0.9251950000000001
2024-02-01,27,Tabasco,19.0,24.6,30.3,33.4,66.2,76.28,86.53999999999999,1.314958
2024-02-01,28,Tamaulipas,13.8,20.9,27.9,25.8,56.84,69.62,82.22,1.015746
2024-02-01,29,Tlaxcala,4.0,14.3,24.6,11.7,39.2,57.74,76.28,0.460629
2024-02-01,30,Veracruz,13.9,20.2,26.5,19.8,57.02,68.36,79.7,0.779526
2024-02-01,31,Yucatán,16.0,23.3,30.7,17.7,60.8,73.94,87.26,0.696849
2024-02-01,32,Zacatecas,5.2,15.2,25.1,37.6,41.36,59.36,77.18,1.480312
2024-03-01,0,Mexico,12.5,20.7,29.0,8.2,54.5,69.25999999999999,84.2,0.322834
2024-03-01,1,Aguascalientes,7.6,17.8,28.1,0.0,45.68,64.04,82.58,0.0
2024-03-01,2,Baja California,8.6,14.8,21.1,32.0,47.48,58.64,69.98,1.25984
2024-03-01,3,Baja California Sur,13.3,19.7,26.1,4.4,55.94,67.46,78.98,0.17322800000000002
2024-03-01,4,Campeche,22.5,29.2,35.8,7.2,72.5,84.56,96.44,0.28346400000000005
2024-03-01,5,Coahuila,13.1,20.5,27.9,6.5,55.58,68.9,82.22,0.255905
2024-03-01,6,Colima,17.0,24.6,32.1,0.1,62.6,76.28,89.78,0.003937
2024-03-01,7,Chiapas,20.1,27.2,34.3,12.3,68.18,80.96,93.74,0.48425100000000004
2024-03-01,8,Chihuahua,6.2,14.9,23.6,3.2,43.16,58.82,74.48,0.125984
2024-03-01,9,Ciudad de México,12.1,20.3,28.4,0.1,53.78,68.54,83.12,0.003937
2024-03-01,10,Durango,6.4,16.7,27.0,0.2,43.519999999999996,62.059999999999995,80.6,0.007874
2024-03-01,11,Guanajuato,10.0,19.9,29.9,0.0,50.0,67.82,85.82,0.0
2024-03-01,12,Guerrero,17.7,26.0,34.4,0.0,63.86,78.8,93.91999999999999,0.0
2024-03-01,13,Hidalgo,11.9,21.2,30.4,5.4,53.42,70.16,86.72,0.21259800000000004
2024-03-01,14,Jalisco,10.7,20.7,30.7,0.0,51.26,69.25999999999999,87.26,0.0
2024-03-01,15,Estado de México,6.4,16.4,26.5,0.1,43.519999999999996,61.519999999999996,79.7,0.003937
2024-03-01,16,Michoacán,9.8,20.5,31.2,0.0,49.64,68.9,88.16,0.0
2024-03-01,17,Morelos,14.5,24.3,34.1,0.0,58.1,75.74000000000001,93.38000000000001,0.0
2024-03-01,18,Nayarit,13.6,22.1,30.7,0.0,56.48,71.78,87.26,0.0
2024-03-01,19,Nuevo León,13.7,21.4,29.1,18.7,56.66,70.52,84.38000000000001,0.7362190000000001
2024-03-01,20,Oaxaca,16.4,25.0,33.7,9.0,61.519999999999996,77.0,92.66,0.35433000000000003
2024-03-01,21,Puebla,11.3,20.3,29.2,8.3,52.34,68.54,84.56,0.32677100000000003
2024-03-01,22,Querétaro,12.3,21.7,31.1,1.4,54.14,71.06,87.98,0.055118
2024-03-01,23,Quintana Roo,23.6,28.2,32.8,14.1,74.48,82.75999999999999,91.03999999999999,0.555117
2024-03-01,24,San Luis Potosí,16.9,24.9,33.0,3.2,62.42,76.82,91.4,0.125984
2024-03-01,25,Sinaloa,11.9,21.7,31.6,0.9,53.42,71.06,88.88000000000001,0.035433000000000006
2024-03-01,26,Sonora,8.3,17.4,26.6,16.7,46.94,63.32,79.88,0.657479
2024-03-01,27,Tabasco,23.3,29.1,34.9,17.7,73.94,84.38000000000001,94.82,0.696849
2024-03-01,28,Tamaulipas,17.7,24.4,31.0,18.5,63.86,75.92,87.8,0.728345
2024-03-01,29,Tlaxcala,7.3,17.2,27.1,1.3,45.14,62.959999999999994,80.78,0.051181000000000004
2024-03-01,30,Veracruz,18.0,24.0,30.0,15.7,64.4,75.2,86.0,0.618109
2024-03-01,31,Yucatán,22.0,28.7,35.5,21.5,71.6,83.66,95.9,0.8464550000000001
2024-03-01,32,Zacatecas,6.8,17.2,27.7,0.0,44.239999999999995,62.959999999999994,81.86,0.0
2024-04-01,0,Mexico,14.8,23.2,31.6,7.8,58.64,73.75999999999999,88.88000000000001,0.307086
2024-04-01,1,Aguascalientes,10.5,20.4,30.4,0.0,50.9,68.72,86.72,0.0
2024-04-01,2,Baja California,10.1,16.8,23.5,4.4,50.18,62.24,74.3,0.17322800000000002
2024-04-01,3,Baja California Sur,14.7,21.3,28.0,0.3,58.459999999999994,70.34,82.4,0.011811
2024-04-01,4,Campeche,23.8,30.6,37.4,4.6,74.84,87.08000000000001,99.32,0.18110199999999999
2024-04-01,5,Coahuila,17.7,24.7,31.8,7.0,63.86,76.46,89.24,0.27559
2024-04-01,6,Colima,18.8,25.7,32.6,0.0,65.84,78.25999999999999,90.68,0.0
2024-04-01,7,Chiapas,21.4,28.3,35.3,38.9,70.52,82.94,95.53999999999999,1.531493
2024-04-01,8,Chihuahua,9.3,18.6,28.0,1.3,48.74,65.48,82.4,0.051181000000000004
2024-04-01,9,Ciudad de México,13.6,21.0,28.4,9.0,56.48,69.8,83.12,0.35433000000000003
2024-04-01,10,Durango,10.0,20.2,30.3,0.5,50.0,68.36,86.53999999999999,0.019685
2024-04-01,11,Guanajuato,13.1,22.3,31.6,0.5,55.58,72.14,88.88000000000001,0.019685
2024-04-01,12,Guerrero,19.7,27.6,35.5,0.5,67.46,81.68,95.9,0.019685
2024-04-01,13,Hidalgo,13.1,21.9,30.7,12.0,55.58,71.42,87.26,0.47244
2024-04-01,14,Jalisco,13.2,22.7,32.2,0.2,55.76,72.86,89.96000000000001,0.007874
2024-04-01,15,Estado de México,8.9,17.7,26.6,8.8,48.02,63.86,79.88,0.34645600000000004
2024-04-01,16,Michoacán,12.9,22.8,32.7,0.6,55.22,73.04,90.86,0.023622
2024-04-01,17,Morelos,17.1,26.1,35.1,0.9,62.78,78.98,95.18,0.035433000000000006
2024-04-01,18,Nayarit,15.0,23.8,32.6,0.0,59.0,74.84,90.68,0.0
2024-04-01,19,Nuevo León,17.3,25.0,32.7,16.7,63.14,77.0,90.86,0.657479
2024-04-01,20,Oaxaca,18.1,26.5,34.9,17.5,64.58,79.7,94.82,0.688975
2024-04-01,21,Puebla,13.0,21.4,29.8,18.4,55.4,70.52,85.64,0.7244079999999999
2024-04-01,22,Querétaro,14.6,23.3,32.1,4.5,58.28,73.94,89.78,0.17716500000000002
2024-04-01,23,Quintana Roo,23.6,28.3,33.0,24.8,74.48,82.94,91.4,0.9763760000000001
2024-04-01,24,San Luis Potosí,18.6,26.9,35.3,7.5,65.48,80.42,95.53999999999999,0.295275
2024-04-01,25,Sinaloa,14.2,24.2,34.3,0.2,57.56,75.56,93.74,0.007874
2024-04-01,26,Sonora,10.4,20.5,30.6,5.7,50.72,68.9,87.08000000000001,0.22440900000000003
2024-04-01,27,Tabasco,24.2,30.3,36.3,14.3,75.56,86.53999999999999,97.34,0.562991
2024-04-01,28,Tamaulipas,20.3,27.1,33.9,13.8,68.54,80.78,93.02,0.5433060000000001
2024-04-01,29,Tlaxcala,9.0,18.3,27.6,19.0,48.2,64.94,81.68,0.7480300000000001
2024-04-01,30,Veracruz,19.2,25.5,31.9,20.5,66.56,77.9,89.41999999999999,0.807085
2024-04-01,31,Yucatán,22.1,29.6,37.1,17.0,71.78,85.28,98.78,0.66929
2024-04-01,32,Zacatecas,10.2,20.2,30.2,0.7,50.36,68.36,86.36,0.027559
2024-05-01,0,Mexico,18.5,27.0,35.5,11.0,65.3,80.6,95.9,0.43307
2024-05-01,1,Aguascalientes,14.9,24.8,34.6,4.3,58.82,76.64,94.28,0.169291
2024-05-01,2,Baja California,12.9,19.7,26.5,0.4,55.22,67.46,79.7,0.015748
2024-05-01,3,Baja California Sur,17.9,24.4,31.0,0.0,64.22,75.92,87.8,0.0
2024-05-01,4,Campeche,26.3,33.4,40.4,18.9,79.34,92.11999999999999,104.72,0.744093
2024-05-01,5,Coahuila,22.8,29.9,36.9,18.4,73.04,85.82,98.41999999999999,0.7244079999999999
2024-05-01,6,Colima,20.1,26.8,33.5,0.0,68.18,80.24000000000001,92.3,0.0
2024-05-01,7,Chiapas,23.1,29.8,36.6,64.4,73.58,85.64,97.88000000000001,2.5354280000000005
2024-05-01,8,Chihuahua,14.0,23.8,33.6,0.3,57.2,74.84,92.48,0.011811
2024-05-01,9,Ciudad de México,16.1,23.6,31.1,33.5,60.980000000000004,74.48,87.98,1.3188950000000002
2024-05-01,10,Durango,13.9,24.3,34.7,1.0,57.02,75.74000000000001,94.46000000000001,0.03937
2024-05-01,11,Guanajuato,16.9,26.0,35.1,12.2,62.42,78.8,95.18,0.480314
2024-05-01,12,Guerrero,21.4,28.9,36.4,8.5,70.52,84.02,97.52,0.334645
2024-05-01,13,Hidalgo,17.6,26.2,34.7,10.2,63.68,79.16,94.46000000000001,0.401574
2024-05-01,14,Jalisco,16.1,25.7,35.3,5.1,60.980000000000004,78.25999999999999,95.53999999999999,0.200787
2024-05-01,15,Estado de México,11.6,20.5,29.5,25.3,52.879999999999995,68.9,85.1,0.9960610000000001
2024-05-01,16,Michoacán,15.5,25.3,35.1,6.5,59.9,77.54,95.18,0.255905
2024-05-01,17,Morelos,19.7,28.3,36.9,41.8,67.46,82.94,98.41999999999999,1.645666
2024-05-01,18,Nayarit,18.0,26.5,34.9,0.0,64.4,79.7,94.82,0.0
2024-05-01,19,Nuevo León,22.7,30.1,37.6,43.7,72.86,86.18,99.68,1.7204690000000002
2024-05-01,20,Oaxaca,20.3,28.5,36.6,18.5,68.54,83.3,97.88000000000001,0.728345
2024-05-01,21,Puebla,15.9,24.4,33.0,29.7,60.62,75.92,91.4,1.169289
2024-05-01,22,Querétaro,19.2,27.8,36.5,13.6,66.56,82.04,97.7,0.535432
2024-05-01,23,Quintana Roo,26.5,30.8,35.0,0.3,79.7,87.44,95.0,0.011811
2024-05-01,24,San Luis Potosí,23.6,32.0,40.4,7.8,74.48,89.6,104.72,0.307086
2024-05-01,25,Sinaloa,18.0,27.7,37.5,0.0,64.4,81.86,99.5,0.0
2024-05-01,26,Sonora,13.5,24.4,35.4,0.0,56.3,75.92,95.72,0.0
2024-05-01,27,Tabasco,26.5,33.1,39.7,44.4,79.7,91.58000000000001,103.46000000000001,1.7480280000000001
2024-05-01,28,Tamaulipas,25.5,32.0,38.4,22.5,77.9,89.6,101.11999999999999,0.8858250000000001
2024-05-01,29,Tlaxcala,11.2,20.5,29.7,45.4,52.16,68.9,85.46000000000001,1.787398
2024-05-01,30,Veracruz,23.0,29.7,36.4,6.5,73.4,85.46000000000001,97.52,0.255905
2024-05-01,31,Yucatán,25.3,32.9,40.4,1.3,77.54,91.22,104.72,0.051181000000000004
2024-05-01,32,Zacatecas,14.9,24.7,34.6,4.4,58.82,76.46,94.28,0.17322800000000002
2024-06-01,0,Mexico,20.6,27.6,34.6,151.9,69.08,81.68,94.28,5.980303
2024-06-01,1,Aguascalientes,16.2,23.3,30.4,106.5,61.16,73.94,86.72,4.1929050000000005
2024-06-01,2,Baja California,17.5,24.4,31.4,4.3,63.5,75.92,88.52,0.169291
2024-06-01,3,Baja California Sur,19.8,26.0,32.2,1.7,67.64,78.8,89.96000000000001,0.066929
2024-06-01,4,Campeche,25.0,30.3,35.6,440.4,77.0,86.53999999999999,96.08000000000001,17.338548
2024-06-01,5,Coahuila,15.1,21.1,27.1,57.6,59.18,69.98,80.78,2.2677120000000004
2024-06-01,6,Colima,19.7,28.1,36.5,115.1,67.46,82.58,97.7,4.531487
2024-06-01,7,Chiapas,22.1,27.3,32.5,439.3,71.78,81.14,90.5,17.295241
2024-06-01,8,Chihuahua,23.9,30.0,36.0,38.7,75.02,86.0,96.8,1.5236190000000003
2024-06-01,9,Ciudad de México,22.3,27.5,32.8,105.0,72.14,81.5,91.03999999999999,4.13385
2024-06-01,10,Durango,16.1,24.8,33.6,48.7,60.980000000000004,76.64,92.48,1.9173190000000002
2024-06-01,11,Guanajuato,21.6,28.0,34.4,133.5,70.88,82.4,93.91999999999999,5.255895000000001
2024-06-01,12,Guerrero,16.6,23.7,30.8,139.2,61.88,74.66,87.44,5.480304
2024-06-01,13,Hidalgo,15.9,22.9,29.9,164.3,60.62,73.22,85.82,6.468491000000001
2024-06-01,14,Jalisco,18.5,25.8,33.1,127.3,65.3,78.44,91.58000000000001,5.011801
2024-06-01,15,Estado de México,11.4,18.3,25.3,160.3,52.52,64.94,77.54,6.311011000000001
2024-06-01,16,Michoacán,16.3,24.3,32.3,99.3,61.34,75.74000000000001,90.14,3.909441
2024-06-01,17,Morelos,19.2,26.3,33.3,321.3,66.56,79.34,91.94,12.649581000000001
2024-06-01,18,Nayarit,22.3,28.1,33.9,169.4,72.14,82.58,93.02,6.669278
2024-06-01,19,Nuevo León,22.8,29.2,35.5,233.5,73.04,84.56,95.9,9.192895
2024-06-01,20,Oaxaca,20.1,26.6,33.2,258.7,68.18,79.88,91.76,10.185019
2024-06-01,21,Puebla,14.8,21.8,28.8,256.9,58.64,71.24000000000001,83.84,10.114153
2024-06-01,22,Querétaro,17.9,24.7,31.6,136.0,64.22,76.46,88.88000000000001,5.35432
2024-06-01,23,Quintana Roo,25.7,29.8,33.8,555.5,78.25999999999999,85.64,92.84,21.870035
2024-06-01,24,San Luis Potosí,24.1,30.9,37.7,175.9,75.38,87.61999999999999,99.86,6.9251830000000005
2024-06-01,25,Sinaloa,22.4,29.5,36.5,40.3,72.32,85.1,97.7,1.586611
2024-06-01,26,Sonora,21.3,30.2,39.1,33.8,70.34,86.36,102.38000000000001,1.330706
2024-06-01,27,Tabasco,25.2,30.4,35.5,330.8,77.36,86.72,95.9,13.023596000000001
2024-06-01,28,Tamaulipas,25.4,31.2,37.0,308.8,77.72,88.16,98.6,12.157456000000002
2024-06-01,29,Tlaxcala,10.9,18.4,25.8,130.1,51.620000000000005,65.12,78.44,5.122037
2024-06-01,30,Veracruz,21.7,27.4,33.0,305.3,71.06,81.32,91.4,12.019661000000001
2024-06-01,31,Yucatán,24.7,30.2,35.8,438.2,76.46,86.36,96.44,17.251934000000002
2024-06-01,32,Zacatecas,16.5,24.3,32.0,91.1,61.7,75.74000000000001,89.6,3.586607
2024-07-01,0,Mexico,20.6,26.5,32.4,153.8,69.08,79.7,90.32,6.055106000000001
2024-07-01,1,Aguascalientes,14.8,20.3,25.9,212.7,58.64,68.54,78.62,8.373999
2024-07-01,2,Baja California,21.0,27.7,34.5,1.8,69.8,81.86,94.1,0.07086600000000001
2024-07-01,3,Baja California Sur,23.3,28.9,34.5,6.4,73.94,84.02,94.1,0.251968
2024-07-01,4,Campeche,24.6,29.6,34.6,143.6,76.28,85.28,94.28,5.653532
2024-07-01,5,Coahuila,22.7,28.3,33.9,47.6,72.86,82.94,93.02,1.8740120000000002
2024-07-01,6,Colima,23.4,28.5,33.5,412.3,74.12,83.3,92.3,16.232251
2024-07-01,7,Chiapas,21.5,26.7,31.8,267.5,70.7,80.06,89.24,10.531475
2024-07-01,8,Chihuahua,19.5,26.5,33.5,79.8,67.1,79.7,92.3,3.1417260000000002
2024-07-01,9,Ciudad de México,13.8,19.2,24.7,145.6,56.84,66.56,76.46,5.732272
2024-07-01,10,Durango,15.7,22.3,28.9,142.1,60.26,72.14,84.02,5.594477
2024-07-01,11,Guanajuato,15.3,20.9,26.5,214.5,59.540000000000006,69.62,79.7,8.444865
2024-07-01,12,Guerrero,20.9,26.7,32.5,256.0,69.62,80.06,90.5,10.07872
2024-07-01,13,Hidalgo,15.7,21.3,26.9,162.3,60.26,70.34,80.42,6.389751
2024-07-01,14,Jalisco,18.0,23.6,29.2,299.4,64.4,74.48,84.56,11.787378
2024-07-01,15,Estado de México,11.0,16.8,22.5,267.3,51.8,62.24,72.5,10.523601000000001
2024-07-01,16,Michoacán,15.2,21.8,28.4,269.3,59.36,71.24000000000001,83.12,10.602341000000001
2024-07-01,17,Morelos,17.5,23.2,29.0,449.0,63.5,73.75999999999999,84.2,17.677130000000002
2024-07-01,18,Nayarit,23.5,28.3,33.0,289.7,74.3,82.94,91.4,11.405489
2024-07-01,19,Nuevo León,21.5,26.8,32.2,86.8,70.7,80.24000000000001,89.96000000000001,3.417316
2024-07-01,20,Oaxaca,19.1,25.0,30.9,236.1,66.38,77.0,87.61999999999999,9.295257
2024-07-01,21,Puebla,14.1,20.0,25.8,252.9,57.379999999999995,68.0,78.44,9.956673
2024-07-01,22,Querétaro,16.6,22.0,27.3,165.1,61.88,71.6,81.14,6.499987
2024-07-01,23,Quintana Roo,25.5,29.5,33.6,183.2,77.9,85.1,92.48,7.212584
2024-07-01,24,San Luis Potosí,20.3,25.6,30.9,236.1,68.54,78.08,87.61999999999999,9.295257
2024-07-01,25,Sinaloa,25.3,31.6,37.9,150.2,77.54,88.88000000000001,100.22,5.913374
2024-07-01,26,Sonora,25.0,32.0,38.9,94.9,77.0,89.6,102.02,3.7362130000000002
2024-07-01,27,Tabasco,24.3,29.2,34.1,163.7,75.74000000000001,84.56,93.38000000000001,6.444869
2024-07-01,28,Tamaulipas,24.1,28.9,33.7,145.1,75.38,84.02,92.66,5.712587
2024-07-01,29,Tlaxcala,10.8,17.2,23.6,162.9,51.44,62.959999999999994,74.48,6.413373000000001
2024-07-01,30,Veracruz,20.2,24.9,29.5,303.4,68.36,76.82,85.1,11.944858
2024-07-01,31,Yucatán,24.2,29.4,34.6,151.7,75.56,84.91999999999999,94.28,5.972429
2024-07-01,32,Zacatecas,15.2,21.0,26.8,156.6,59.36,69.8,80.24000000000001,6.165342
2024-08-01,0,Mexico,20.5,26.8,33.2,117.2,68.9,80.24000000000001,91.76,4.614164000000001
2024-08-01,1,Aguascalientes,13.8,20.6,27.5,86.6,56.84,69.08,81.5,3.409442
2024-08-01,2,Baja California,20.2,27.1,34.1,3.0,68.36,80.78,93.38000000000001,0.11811
2024-08-01,3,Baja California Sur,24.1,29.7,35.3,16.5,75.38,85.46000000000001,95.53999999999999,0.649605
2024-08-01,4,Campeche,24.3,29.3,34.4,195.1,75.74000000000001,84.74,93.91999999999999,7.681087
2024-08-01,5,Coahuila,24.0,30.2,36.5,21.6,75.2,86.36,97.7,0.8503920000000001
2024-08-01,6,Colima,23.8,28.8,33.9,389.7,74.84,83.84,93.02,15.342489
2024-08-01,7,Chiapas,21.4,26.6,31.8,270.1,70.52,79.88,89.24,10.633837000000002
2024-08-01,8,Chihuahua,19.3,26.6,33.9,56.8,66.74000000000001,79.88,93.02,2.236216
2024-08-01,9,Ciudad de México,13.7,19.4,25.2,235.1,56.66,66.92,77.36,9.255887
2024-08-01,10,Durango,15.9,23.6,31.2,63.7,60.62,74.48,88.16,2.5078690000000003
2024-08-01,11,Guanajuato,14.6,21.0,27.4,106.5,58.28,69.8,81.32,4.1929050000000005
